location_id,latitude,longitude,elevation_m,slope_deg
AIZ_GRID_051_23.777778_92.8479,23.777778,92.8479,694.0,27.484453201293945
AIZ_GRID_051_23.774_92.848,23.774,92.848,670.0,22.69641876220703
AIZ_GRID_051_23.7775_92.848333,23.7775,92.848333,700.0,26.6378231048584
AIZ_GRID_051_23.778333_92.846667,23.778333,92.846667,674.0,28.86742782592773
AIZ_GRID_051_23.771667_92.848056,23.771667,92.848056,729.0,34.705848693847656
AIZ_GRID_051_23.773611_92.849444,23.773611,92.849444,736.0,28.08105087280273
AIZ_GRID_059_23.826389_92.8325,23.826389,92.8325,402.0,45.55062484741211
AIZ_GRID_059_23.832778_92.8325,23.832778,92.8325,380.0,26.08116340637207
AIZ_GRID_059_23.838889_92.831944,23.838889,92.831944,260.0,28.50118064880371
AIZ_GRID_059_23.847778_92.836944,23.847778,92.836944,378.0,26.23935508728028
AIZ_GRID_069_23.851944_92.833056,23.851944,92.833056,181.0,17.845069885253906
AIZ_GRID_069_23.862222_92.836667,23.862222,92.836667,249.0,11.025328636169434
AIZ_GRID_069_23.876944_92.84,23.876944,92.84,370.0,28.167573928833008
AIZ_GRID_069_23.877778_92.840833,23.877778,92.840833,361.0,34.81061172485352
AIZ_GRID_070_23.885833_92.850556,23.885833,92.850556,525.0,31.59108543395996
AIZ_GRID_070_23.892778_92.850833,23.892778,92.850833,587.0,34.74893569946289
AIZ_GRID_069_23.891389_92.848889,23.891389,92.848889,576.0,22.02956199645996
AIZ_GRID_069_23.893056_92.847222,23.893056,92.847222,575.0,13.931629180908203
AIZ_GRID_070_23.883611_92.853056,23.883611,92.853056,664.0,29.85790061950684
AIZ_GRID_070_23.885278_92.8575,23.885278,92.8575,716.0,34.47832107543945
AIZ_GRID_050_23.769722_92.76,23.769722,92.76,1190.0,43.00267791748047
AIZ_GRID_019_23.577222_92.712222,23.577222,92.712222,901.0,2.226734161376953
AIZ_GRID_033_23.686803_92.725199,23.686803,92.725199,873.0,42.61337661743164
AIZ_GRID_041_23.700269_92.718168,23.700269,92.718168,1066.0,38.4525260925293
AIZ_GRID_041_23.74247_92.705587,23.74247,92.705587,918.0,32.49155807495117
AIZ_GRID_041_23.729422_92.716596,23.729422,92.716596,1042.0,35.8038215637207
AIZ_GRID_041_23.717553_92.716826,23.717553,92.716826,1012.0,22.38055419921875
AIZ_GRID_041_23.71577_92.713172,23.71577,92.713172,957.0,35.85724639892578
AIZ_GRID_042_23.730243_92.75603,23.730243,92.75603,921.0,22.69641876220703
AIZ_GRID_049_23.75024_92.736662,23.75024,92.736662,1108.0,24.23047637939453
AIZ_GRID_049_23.758901_92.730863,23.758901,92.730863,1076.0,33.829444885253906
AIZ_GRID_049_23.755925_92.726753,23.755925,92.726753,1021.0,41.42621612548828
AIZ_GRID_041_23.745802_92.717053,23.745802,92.717053,915.0,32.2030029296875
AIZ_GRID_025_23.605091_92.72184,23.605091,92.72184,816.0,34.888572692871094
AIZ_GRID_019_23.581766_92.713413,23.581766,92.713413,867.0,36.09857177734375
AIZ_GRID_009_23.469247_92.744068,23.469247,92.744068,1357.0,20.974666595458984
AIZ_GRID_006_23.410771_92.753123,23.410771,92.753123,1116.0,31.887178421020508
AIZ_GRID_002_23.367366_92.767304,23.367366,92.767304,1162.0,51.299564361572266
AIZ_GRID_002_23.353485_92.780193,23.353485,92.780193,867.0,28.21599006652832
AIZ_GRID_002_23.350187_92.778852,23.350187,92.778852,834.0,32.65620803833008
AIZ_GRID_002_23.341022_92.776761,23.341022,92.776761,759.0,31.89004707336425
AIZ_GRID_002_23.339144_92.786128,23.339144,92.786128,700.0,9.49730396270752
AIZ_GRID_002_23.336229_92.787113,23.336229,92.787113,687.0,37.87282943725586
AIZ_GRID_044_23.700835_92.877449,23.700835,92.877449,533.0,23.25823783874512
AIZ_GRID_051_23.760466_92.848969,23.760466,92.848969,828.0,4.1494646072387695
AIZ_GRID_059_23.807952_92.834037,23.807952,92.834037,511.0,21.821081161499023
AIZ_GRID_116_24.285871_92.94599,24.285871,92.94599,923.0,19.28753471374512
AIZ_GRID_116_24.288014_92.946017,24.288014,92.946017,924.0,29.38678359985352
AIZ_GRID_122_24.354658_92.925511,24.354658,92.925511,683.0,16.021011352539062
AIZ_GRID_122_24.365715_92.930137,24.365715,92.930137,609.0,23.10662841796875
AIZ_GRID_044_23.747519_92.853155,23.747519,92.853155,813.0,11.15342903137207
AIZ_GRID_041_23.701667_92.719444,23.701667,92.719444,1027.0,37.87282943725586
AIZ_GRID_041_23.741908_92.741614,23.741908,92.741614,888.0,22.519908905029297
AIZ_GRID_036_23.684167_92.857083,23.684167,92.857083,959.0,15.467188835144045
AIZ_GRID_041_23.716889_92.720833,23.716889,92.720833,1016.0,31.827539443969727
AIZ_GRID_041_23.741508_92.707858,23.741508,92.707858,893.0,36.64385223388672
AIZ_GRID_009_23.47_92.7215,23.47,92.7215,1086.0,32.07890701293945
AIZ_GRID_009_23.4688_92.7208,23.4688,92.7208,1141.0,25.37133026123047
AIZ_GRID_009_23.4855_92.7033,23.4855,92.7033,957.0,24.25544166564941
AIZ_GRID_009_23.4946_92.7044,23.4946,92.7044,905.0,31.02042388916016
AIZ_GRID_012_23.524999_92.725004,23.524999,92.725004,861.0,18.92451286315918
AIZ_GRID_009_23.474999_92.725004,23.474999,92.725004,967.0,22.421056747436523
AIZ_GRID_050_23.774999_92.775004,23.774999,92.775004,640.0,38.00202560424805
AIZ_GRID_059_23.824999_92.825004,23.824999,92.825004,431.0,20.12483024597168
AIZ_GRID_044_23.724999_92.875004,23.724999,92.875004,463.0,26.29429626464844
AIZ_GRID_002_23.374999_92.775004,23.374999,92.775004,1258.0,28.33089637756348
AIZ_GRID_019_23.574999_92.725004,23.574999,92.725004,712.0,22.656633377075195
AIZ_GRID_008_23.474999_92.675004,23.474999,92.675004,511.0,23.73074722290039
AIZ_GRID_041_23.724999_92.725004,23.724999,92.725004,902.0,8.836584091186523
AIZ_GRID_122_24.374999_92.925004,24.374999,92.925004,292.0,21.000205993652344
AIZ_GRID_117_24.274999_92.975004,24.274999,92.975004,544.0,28.460250854492188
AIZ_GRID_036_23.674999_92.875004,23.674999,92.875004,513.0,33.69331741333008
AIZ_GRID_020_23.574999_92.825004,23.574999,92.825004,624.0,24.16557502746582
AIZ_GRID_028_23.624999_92.875004,23.624999,92.875004,467.0,23.672719955444336
AIZ_GRID_042_23.724999_92.775004,23.724999,92.775004,913.0,14.976007461547852
AIZ_GRID_051_23.774999_92.825004,23.774999,92.825004,370.0,22.39339828491211
AIZ_GRID_027_23.624999_92.825004,23.624999,92.825004,383.0,30.00912475585937
AIZ_GRID_025_23.624999_92.725004,23.624999,92.725004,804.0,16.64626693725586
AIZ_GRID_011_23.524999_92.675004,23.524999,92.675004,287.0,18.75066566467285
AIZ_GRID_026_23.624999_92.775004,23.624999,92.775004,364.0,28.36828994750977
AIZ_GRID_069_23.874999_92.825004,23.874999,92.825004,497.0,39.14694595336914
AIZ_GRID_111_24.174999_92.925004,24.174999,92.925004,391.0,18.949432373046875
AIZ_GRID_043_23.724999_92.825004,23.724999,92.825004,355.0,25.548095703125
AIZ_GRID_033_23.674999_92.725004,23.674999,92.725004,693.0,16.65552520751953
AIZ_GRID_040_23.724999_92.675004,23.724999,92.675004,602.0,16.792776107788086
AIZ_GRID_048_23.774999_92.675004,23.774999,92.675004,633.0,17.809877395629883
AIZ_GRID_004_23.424999_92.675004,23.424999,92.675004,561.0,25.10403823852539
AIZ_GRID_005_23.424999_92.725004,23.424999,92.725004,724.0,12.203960418701172
AIZ_GRID_049_23.774999_92.725004,23.774999,92.725004,1176.0,11.863102912902832
AIZ_GRID_052_23.774999_92.875004,23.774999,92.875004,641.0,39.927764892578125
AIZ_GRID_070_23.874999_92.875004,23.874999,92.875004,937.0,7.558364391326904
AIZ_GRID_057_23.824999_92.725004,23.824999,92.725004,751.0,35.48188781738281
AIZ_GRID_032_23.674999_92.675004,23.674999,92.675004,929.0,10.597792625427246
AIZ_GRID_006_23.424999_92.775004,23.424999,92.775004,1121.0,26.242820739746094
AIZ_GRID_116_24.274999_92.925004,24.274999,92.925004,435.0,17.16617202758789
